### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,134,574,-8.95658,0,255,0,0,100,1,1
1,133,497,-6.12072,0,255,0,0,100,1,1
2,497,750,-17.3973,0,255,0,0,100,1,1
3,767,344,-83.0217,0,255,0,0,100,1,1
4,627,541,-126.92,0,255,0,0,100,1,1
5,130,232,-57.7224,0,255,0,0,100,1,1
6,573,295,14.1924,0,255,0,0,100,1,1
7,475,438,87.9896,0,255,0,0,100,1,1
8,566,750,112.032,0,255,0,0,100,1,1
9,330,917,-152.904,0,255,0,0,100,1,1
10,309,438,118.941,0,255,0,0,100,1,1
11,132,652,-161.286,0,255,0,0,100,1,1
12,302,128,151.54,0,255,0,0,100,1,1
13,361,532,-117.042,0,255,0,0,100,1,1
14,759,295,-159.975,0,255,0,0,100,1,1
15,500,866,39.6517,0,255,0,0,100,1,1
16,462,810,157.789,0,255,0,0,100,1,1
17,584,853,-86.4119,0,255,0,0,100,1,1
18,520,140,-46.657,0,255,0,0,100,1,1
19,426,774,126.805,0,255,0,0,100,1,1
20,728,417,17.9745,0,255,0,0,100,1,1
21,773,191,100.887,0,255,0,0,100,1,1
22,954,620,-22.5381,0,255,0,0,100,1,1
23,243,120,-27.1875,0,255,0,0,100,1,1
24,425,513,-19.9671,0,255,0,0,100,1,1
25,186,316,96.8054,0,255,0,0,100,1,1
26,732,642,46.6565,0,255,0,0,100,1,1
27,606,532,62.0413,0,255,0,0,100,1,1
28,768,372,-40.4481,0,255,0,0,100,1,1
29,531,757,-115.677,0,255,0,0,100,1,1
30,637,775,19.1007,0,255,0,0,100,1,1
31,844,498,-150.374,0,255,0,0,100,1,1
32,457,916,108.57,0,255,0,0,100,1,1
33,231,480,107.133,0,255,0,0,100,1,1
34,630,405,-145.17,0,255,0,0,100,1,1
35,490,109,58.0486,0,255,0,0,100,1,1
36,592,548,97.4355,0,255,0,0,100,1,1
37,718,243,-110.38,0,255,0,0,100,1,1
38,418,359,163.08,0,255,0,0,100,1,1
39,348,710,145.171,0,255,0,0,100,1,1
40,371,679,80.5652,0,255,0,0,100,1,1
41,224,178,-7.17452,0,255,0,0,100,1,1
42,906,525,-29.6328,0,255,0,0,100,1,1
43,845,693,-56.1919,0,255,0,0,100,1,1
44,177,414,12.251,0,255,0,0,100,1,1
45,533,688,-118.602,0,255,0,0,100,1,1
46,172,458,-169.791,0,255,0,0,100,1,1
47,823,768,-59.4702,0,255,0,0,100,1,1
48,655,71,-106.092,0,255,0,0,100,1,1
49,879,665,102.878,0,255,0,0,100,1,1
50,246,215,-29.9223,0,255,0,0,100,1,1
51,426,449,135.345,0,255,0,0,100,1,1
52,764,421,-156.295,0,255,0,0,100,1,1
53,410,210,19.2789,0,255,0,0,100,1,1
54,289,337,-116.748,0,255,0,0,100,1,1
55,373,550,2.29531,0,255,0,0,100,1,1
56,380,893,9.12606,0,255,0,0,100,1,1
57,316,803,80.5305,0,255,0,0,100,1,1
58,591,422,-102.592,0,255,0,0,100,1,1
59,795,593,-58.9376,0,255,0,0,100,1,1
60,788,634,-173.453,0,255,0,0,100,1,1
61,840,363,-67.5359,0,255,0,0,100,1,1
62,210,229,58.8017,0,255,0,0,100,1,1
63,393,215,59.7607,0,255,0,0,100,1,1
64,475,164,-46.4149,0,255,0,0,100,1,1
65,841,567,-129.703,0,255,0,0,100,1,1
66,620,369,40.7391,0,255,0,0,100,1,1
67,605,37,56.9324,0,255,0,0,100,1,1
68,340,171,56.88,0,255,0,0,100,1,1
69,769,689,-8.78904,0,255,0,0,100,1,1
70,614,960,-177.385,0,255,0,0,100,1,1
71,850,280,-15.6706,0,255,0,0,100,1,1
72,732,342,-20.5977,0,255,0,0,100,1,1
73,521,58,-171.29,0,255,0,0,100,1,1
74,740,308,-71.6478,0,255,0,0,100,1,1
75,779,859,-166.956,0,255,0,0,100,1,1
76,871,359,-26.9837,0,255,0,0,100,1,1
77,649,338,-99.6375,0,255,0,0,100,1,1
78,626,884,-143.001,0,255,0,0,100,1,1
79,778,502,41.9427,0,255,0,0,100,1,1
80,438,434,-43.4779,0,255,0,0,100,1,1
81,284,501,-117.021,0,255,0,0,100,1,1
82,294,907,-135.424,0,255,0,0,100,1,1
83,967,427,-0.797955,0,255,0,0,100,1,1
84,45,407,-91.7021,0,255,0,0,100,1,1
85,224,151,-63.5692,0,255,0,0,100,1,1
86,668,370,157.997,0,255,0,0,100,1,1
87,569,129,-153.69,0,255,0,0,100,1,1
88,350,680,-94.154,0,255,0,0,100,1,1
89,824,698,-134.337,0,255,0,0,100,1,1
90,277,442,-116.984,0,255,0,0,100,1,1
91,303,805,-43.6866,0,255,0,0,100,1,1
92,454,729,-158.856,0,255,0,0,100,1,1
93,957,535,106.138,0,255,0,0,100,1,1
94,528,358,-52.4601,0,255,0,0,100,1,1
95,644,847,-120.959,0,255,0,0,100,1,1
96,413,918,-82.6455,0,255,0,0,100,1,1
97,236,564,-123.625,0,255,0,0,100,1,1
98,532,544,-108.592,0,255,0,0,100,1,1
99,286,830,4.60142,0,255,0,0,100,1,1
100,807,373,-114.545,0,255,0,0,100,1,1
101,373,324,13.1548,0,255,0,0,100,1,1
102,334,285,110.388,0,255,0,0,100,1,1
103,213,293,78.5531,0,255,0,0,100,1,1
