### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,603,453,-57.0265,0,255,0,0,100,1,1
1,67,518,-131.415,0,255,0,0,100,1,1
2,248,400,88.001,0,255,0,0,100,1,1
3,900,566,170.949,0,255,0,0,100,1,1
4,857,283,-7.50281,0,255,0,0,100,1,1
5,551,206,-21.1055,0,255,0,0,100,1,1
6,133,799,118.847,0,255,0,0,100,1,1
7,632,722,15.5573,0,255,0,0,100,1,1
8,421,302,71.0818,0,255,0,0,100,1,1
9,784,118,-137.41,0,255,0,0,100,1,1
10,891,717,155.266,0,255,0,0,100,1,1
11,492,876,79.3631,0,255,0,0,100,1,1
12,169,330,-64.5049,0,255,0,0,100,1,1
13,779,301,-75.7352,0,255,0,0,100,1,1
14,275,822,161.619,0,255,0,0,100,1,1
15,771,785,-58.2914,0,255,0,0,100,1,1
16,389,390,86.0141,0,255,0,0,100,1,1
17,724,910,-134.044,0,255,0,0,100,1,1
18,234,809,-46.404,0,255,0,0,100,1,1
19,583,796,159.338,0,255,0,0,100,1,1
20,648,848,-74.2531,0,255,0,0,100,1,1
21,350,875,109.45,0,255,0,0,100,1,1
22,298,738,164.477,0,255,0,0,100,1,1
23,532,690,98.9307,0,255,0,0,100,1,1
24,148,653,106.205,0,255,0,0,100,1,1
25,250,346,117.234,0,255,0,0,100,1,1
26,723,409,-6.66531,0,255,0,0,100,1,1
27,479,562,36.5424,0,255,0,0,100,1,1
28,70,422,-49.2497,0,255,0,0,100,1,1
29,54,374,-55.1034,0,255,0,0,100,1,1
30,636,943,74.5904,0,255,0,0,100,1,1
31,276,882,161.269,0,255,0,0,100,1,1
32,456,587,46.6001,0,255,0,0,100,1,1
33,243,321,111.148,0,255,0,0,100,1,1
34,683,557,-73.5661,0,255,0,0,100,1,1
35,170,201,-58.3725,0,255,0,0,100,1,1
36,551,118,35.4011,0,255,0,0,100,1,1
37,769,237,-19.8211,0,255,0,0,100,1,1
38,736,152,108.264,0,255,0,0,100,1,1
39,690,596,130.275,0,255,0,0,100,1,1
40,747,369,-85.1901,0,255,0,0,100,1,1
41,393,94,-123.04,0,255,0,0,100,1,1
42,426,287,-117.136,0,255,0,0,100,1,1
43,321,625,136.135,0,255,0,0,100,1,1
44,508,749,34.5984,0,255,0,0,100,1,1
45,205,717,-179.212,0,255,0,0,100,1,1
