### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,791,751,-11.9796,0,255,0,0,100,1,1
1,282,259,153.879,0,255,0,0,100,1,1
2,716,879,0.504835,0,255,0,0,100,1,1
3,432,565,163.815,0,255,0,0,100,1,1
4,378,792,162.42,0,255,0,0,100,1,1
5,451,266,96.8186,0,255,0,0,100,1,1
6,424,115,19.8917,0,255,0,0,100,1,1
7,459,945,79.8164,0,255,0,0,100,1,1
8,521,795,61.738,0,255,0,0,100,1,1
9,813,380,-138.999,0,255,0,0,100,1,1
10,546,946,173.632,0,255,0,0,100,1,1
11,773,411,-70.5369,0,255,0,0,100,1,1
12,871,291,117.774,0,255,0,0,100,1,1
13,539,614,36.5519,0,255,0,0,100,1,1
14,140,375,173.274,0,255,0,0,100,1,1
15,300,615,130.886,0,255,0,0,100,1,1
16,497,76,112.66,0,255,0,0,100,1,1
17,197,728,151.082,0,255,0,0,100,1,1
18,616,571,-168.418,0,255,0,0,100,1,1
19,655,832,83.2141,0,255,0,0,100,1,1
20,765,387,-84.7532,0,255,0,0,100,1,1
21,487,714,-70.1641,0,255,0,0,100,1,1
22,225,653,16.2433,0,255,0,0,100,1,1
23,685,379,-45.5806,0,255,0,0,100,1,1
24,185,848,137.27,0,255,0,0,100,1,1
25,473,579,-28.4152,0,255,0,0,100,1,1
26,585,540,33.5883,0,255,0,0,100,1,1
27,562,707,-87.469,0,255,0,0,100,1,1
28,559,315,20.3977,0,255,0,0,100,1,1
29,578,300,85.5848,0,255,0,0,100,1,1
30,945,495,-102.867,0,255,0,0,100,1,1
31,294,638,108.617,0,255,0,0,100,1,1
32,488,702,-129.313,0,255,0,0,100,1,1
33,932,647,-71.4117,0,255,0,0,100,1,1
34,685,636,174.999,0,255,0,0,100,1,1
35,952,563,118.555,0,255,0,0,100,1,1
36,820,730,92.2133,0,255,0,0,100,1,1
37,708,804,-178.484,0,255,0,0,100,1,1
38,596,498,83.4368,0,255,0,0,100,1,1
39,402,149,-37.3029,0,255,0,0,100,1,1
40,696,443,101.694,0,255,0,0,100,1,1
41,904,254,-115.185,0,255,0,0,100,1,1
42,436,299,54.2357,0,255,0,0,100,1,1
43,473,939,82.947,0,255,0,0,100,1,1
44,569,625,107.919,0,255,0,0,100,1,1
45,721,626,-134.217,0,255,0,0,100,1,1
46,870,700,-170.69,0,255,0,0,100,1,1
47,177,345,147.103,0,255,0,0,100,1,1
48,287,607,-82.941,0,255,0,0,100,1,1
49,494,597,-89.6495,0,255,0,0,100,1,1
50,251,140,-174.683,0,255,0,0,100,1,1
51,817,619,30.9654,0,255,0,0,100,1,1
52,819,147,-172.692,0,255,0,0,100,1,1
53,356,174,-34.7889,0,255,0,0,100,1,1
54,924,406,-164.945,0,255,0,0,100,1,1
55,439,606,161.715,0,255,0,0,100,1,1
56,260,358,96.8599,0,255,0,0,100,1,1
57,721,587,72.2709,0,255,0,0,100,1,1
58,279,170,65.592,0,255,0,0,100,1,1
59,371,814,179.766,0,255,0,0,100,1,1
60,689,245,-145.667,0,255,0,0,100,1,1
61,649,137,-17.9434,0,255,0,0,100,1,1
62,196,717,125.267,0,255,0,0,100,1,1
63,305,490,-87.9328,0,255,0,0,100,1,1
64,848,235,104.224,0,255,0,0,100,1,1
65,174,195,97.8021,0,255,0,0,100,1,1
66,390,871,-36.1862,0,255,0,0,100,1,1
67,718,783,-124.13,0,255,0,0,100,1,1
68,104,265,-101.305,0,255,0,0,100,1,1
69,793,645,63.5008,0,255,0,0,100,1,1
70,359,515,176.304,0,255,0,0,100,1,1
71,701,364,-136.964,0,255,0,0,100,1,1
72,319,217,37.2951,0,255,0,0,100,1,1
73,841,514,-25.8483,0,255,0,0,100,1,1
74,583,798,69.7697,0,255,0,0,100,1,1
75,921,378,54.7166,0,255,0,0,100,1,1
76,525,319,-140.894,0,255,0,0,100,1,1
77,419,104,162.444,0,255,0,0,100,1,1
78,529,498,-10.4481,0,255,0,0,100,1,1
79,173,309,-11.3362,0,255,0,0,100,1,1
80,210,811,-39.7873,0,255,0,0,100,1,1
81,852,260,7.68166,0,255,0,0,100,1,1
82,587,289,-155.817,0,255,0,0,100,1,1
83,883,511,-81.8158,0,255,0,0,100,1,1
84,655,932,-90.0887,0,255,0,0,100,1,1
85,640,758,72.6856,0,255,0,0,100,1,1
86,284,596,-77.5165,0,255,0,0,100,1,1
87,393,750,170.31,0,255,0,0,100,1,1
88,844,247,42.0482,0,255,0,0,100,1,1
89,619,344,-71.7337,0,255,0,0,100,1,1
90,421,336,29.1948,0,255,0,0,100,1,1
91,472,810,32.7066,0,255,0,0,100,1,1
92,110,665,77.39,0,255,0,0,100,1,1
93,900,578,-57.3001,0,255,0,0,100,1,1
94,854,329,64.0956,0,255,0,0,100,1,1
95,677,703,-32.9348,0,255,0,0,100,1,1
96,633,408,-42.3435,0,255,0,0,100,1,1
97,382,416,23.9034,0,255,0,0,100,1,1
98,262,249,-16.9987,0,255,0,0,100,1,1
99,330,817,88.5687,0,255,0,0,100,1,1
100,555,307,-83.5763,0,255,0,0,100,1,1
101,560,233,95.5671,0,255,0,0,100,1,1
102,661,304,53.6105,0,255,0,0,100,1,1
103,277,766,-58.2669,0,255,0,0,100,1,1
104,225,234,79.9179,0,255,0,0,100,1,1
105,640,543,66.6964,0,255,0,0,100,1,1
106,652,351,2.99258,0,255,0,0,100,1,1
107,98,381,22.573,0,255,0,0,100,1,1
108,145,467,-127.326,0,255,0,0,100,1,1
109,800,459,-138.035,0,255,0,0,100,1,1
110,364,836,57.4132,0,255,0,0,100,1,1
111,932,560,116.211,0,255,0,0,100,1,1
112,136,233,52.7743,0,255,0,0,100,1,1
113,775,630,114.634,0,255,0,0,100,1,1
114,661,598,-173.084,0,255,0,0,100,1,1
115,451,316,126.388,0,255,0,0,100,1,1
116,861,389,-1.61211,0,255,0,0,100,1,1
117,570,711,-115.154,0,255,0,0,100,1,1
118,468,876,18.5198,0,255,0,0,100,1,1
119,714,272,117.592,0,255,0,0,100,1,1
120,301,608,-52.6985,0,255,0,0,100,1,1
121,669,912,65.3152,0,255,0,0,100,1,1
122,335,420,-22.6162,0,255,0,0,100,1,1
