### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,509,597,-38.7383,0,255,0,0,100,1,1
1,751,694,-91.4129,0,255,0,0,100,1,1
2,659,504,-155.316,0,255,0,0,100,1,1
3,175,587,-6.74139,0,255,0,0,100,1,1
4,354,505,103.171,0,255,0,0,100,1,1
5,223,874,-173.429,0,255,0,0,100,1,1
6,798,221,-65.3396,0,255,0,0,100,1,1
7,735,477,134.339,0,255,0,0,100,1,1
8,470,775,148.519,0,255,0,0,100,1,1
9,552,624,58.4767,0,255,0,0,100,1,1
10,666,195,149.519,0,255,0,0,100,1,1
11,567,720,29.9343,0,255,0,0,100,1,1
12,406,952,32.1015,0,255,0,0,100,1,1
13,84,657,-66.7981,0,255,0,0,100,1,1
14,242,524,-44.7478,0,255,0,0,100,1,1
15,234,151,161.081,0,255,0,0,100,1,1
16,256,304,113.029,0,255,0,0,100,1,1
17,248,865,101.546,0,255,0,0,100,1,1
18,260,504,-20.8829,0,255,0,0,100,1,1
19,303,133,-106.197,0,255,0,0,100,1,1
20,168,193,-97.3721,0,255,0,0,100,1,1
21,238,314,158.576,0,255,0,0,100,1,1
22,631,137,-55.2264,0,255,0,0,100,1,1
23,445,62,-98.6495,0,255,0,0,100,1,1
24,111,476,-75.2312,0,255,0,0,100,1,1
25,923,472,51.8443,0,255,0,0,100,1,1
26,771,805,-72.39,0,255,0,0,100,1,1
27,762,392,17.2688,0,255,0,0,100,1,1
28,615,435,22.0404,0,255,0,0,100,1,1
29,301,110,93.6816,0,255,0,0,100,1,1
30,313,461,-141.78,0,255,0,0,100,1,1
31,378,283,112.089,0,255,0,0,100,1,1
32,65,647,-64.1525,0,255,0,0,100,1,1
33,403,486,-43.1532,0,255,0,0,100,1,1
34,757,621,-114.911,0,255,0,0,100,1,1
35,467,645,-118.681,0,255,0,0,100,1,1
36,179,672,140.598,0,255,0,0,100,1,1
37,678,806,-11.9611,0,255,0,0,100,1,1
38,850,508,-40.2411,0,255,0,0,100,1,1
39,213,353,6.95777,0,255,0,0,100,1,1
40,384,397,83.6961,0,255,0,0,100,1,1
41,79,694,69.3215,0,255,0,0,100,1,1
42,682,929,-24.7398,0,255,0,0,100,1,1
43,272,585,67.4015,0,255,0,0,100,1,1
44,176,403,55.8216,0,255,0,0,100,1,1
45,494,365,150.306,0,255,0,0,100,1,1
46,537,609,-22.9298,0,255,0,0,100,1,1
47,344,161,-21.744,0,255,0,0,100,1,1
48,160,717,91.1517,0,255,0,0,100,1,1
49,577,935,91.8825,0,255,0,0,100,1,1
50,286,480,120.96,0,255,0,0,100,1,1
51,202,484,-159.708,0,255,0,0,100,1,1
52,265,621,58.8667,0,255,0,0,100,1,1
