### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,247,433,-95.4504,0,255,0,0,100,1,1
1,36,544,-109.635,0,255,0,0,100,1,1
2,451,219,-90.5089,0,255,0,0,100,1,1
3,879,325,-70.9009,0,255,0,0,100,1,1
4,933,302,-62.1229,0,255,0,0,100,1,1
5,787,323,51.1776,0,255,0,0,100,1,1
6,322,88,-70.0756,0,255,0,0,100,1,1
7,592,541,-66.1424,0,255,0,0,100,1,1
8,492,667,-100.719,0,255,0,0,100,1,1
9,453,906,96.8592,0,255,0,0,100,1,1
10,644,508,-157.036,0,255,0,0,100,1,1
11,595,433,145.108,0,255,0,0,100,1,1
12,369,601,-161.499,0,255,0,0,100,1,1
13,971,550,-92.9131,0,255,0,0,100,1,1
14,358,645,-168.627,0,255,0,0,100,1,1
15,208,618,-102.446,0,255,0,0,100,1,1
16,350,810,-134.515,0,255,0,0,100,1,1
17,326,699,35.4832,0,255,0,0,100,1,1
18,751,699,90.9337,0,255,0,0,100,1,1
19,336,769,15.312,0,255,0,0,100,1,1
20,795,871,83.634,0,255,0,0,100,1,1
21,484,26,-9.86127,0,255,0,0,100,1,1
22,444,803,106.143,0,255,0,0,100,1,1
23,666,800,16.3343,0,255,0,0,100,1,1
24,660,144,23.5077,0,255,0,0,100,1,1
25,473,748,-32.3344,0,255,0,0,100,1,1
26,570,223,-78.1863,0,255,0,0,100,1,1
27,523,356,-59.6807,0,255,0,0,100,1,1
28,316,287,-85.0693,0,255,0,0,100,1,1
29,613,274,140.88,0,255,0,0,100,1,1
30,229,796,-103.52,0,255,0,0,100,1,1
31,753,638,24.4734,0,255,0,0,100,1,1
32,853,736,130.187,0,255,0,0,100,1,1
33,870,645,108.775,0,255,0,0,100,1,1
34,174,304,5.53194,0,255,0,0,100,1,1
35,862,760,-57.0445,0,255,0,0,100,1,1
36,713,361,13.5823,0,255,0,0,100,1,1
