### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,508,188,-111.276,0,255,0,0,100,1,1
1,481,901,-153.148,0,255,0,0,100,1,1
2,326,212,-114.681,0,255,0,0,100,1,1
3,895,673,-30.0778,0,255,0,0,100,1,1
4,376,891,102.996,0,255,0,0,100,1,1
5,602,893,-53.7727,0,255,0,0,100,1,1
6,324,350,141.936,0,255,0,0,100,1,1
7,486,87,36.6663,0,255,0,0,100,1,1
8,485,27,101.42,0,255,0,0,100,1,1
9,155,625,14.7372,0,255,0,0,100,1,1
10,335,131,40.8128,0,255,0,0,100,1,1
11,841,524,112.976,0,255,0,0,100,1,1
12,816,840,60.9913,0,255,0,0,100,1,1
13,526,148,-162.485,0,255,0,0,100,1,1
14,605,675,-137.328,0,255,0,0,100,1,1
15,680,593,72.6326,0,255,0,0,100,1,1
16,623,660,-103.397,0,255,0,0,100,1,1
17,473,907,102.872,0,255,0,0,100,1,1
18,431,270,-148.116,0,255,0,0,100,1,1
19,548,137,-135.029,0,255,0,0,100,1,1
20,371,477,64.3232,0,255,0,0,100,1,1
21,285,350,-159.982,0,255,0,0,100,1,1
22,386,333,-176.636,0,255,0,0,100,1,1
23,437,851,-62.8927,0,255,0,0,100,1,1
24,527,779,-108.334,0,255,0,0,100,1,1
25,338,295,151.041,0,255,0,0,100,1,1
26,685,730,-23.1581,0,255,0,0,100,1,1
27,154,346,-26.8587,0,255,0,0,100,1,1
28,491,294,68.5491,0,255,0,0,100,1,1
29,799,596,-25.6238,0,255,0,0,100,1,1
30,442,56,92.3173,0,255,0,0,100,1,1
31,499,659,130.198,0,255,0,0,100,1,1
32,608,565,32.6758,0,255,0,0,100,1,1
33,99,430,111.168,0,255,0,0,100,1,1
34,199,738,112.334,0,255,0,0,100,1,1
35,527,113,-8.86151,0,255,0,0,100,1,1
36,595,815,151.754,0,255,0,0,100,1,1
37,663,764,-158.231,0,255,0,0,100,1,1
38,537,487,30.8563,0,255,0,0,100,1,1
39,954,527,0.61385,0,255,0,0,100,1,1
40,615,905,-147.401,0,255,0,0,100,1,1
41,829,689,19.5064,0,255,0,0,100,1,1
42,516,447,29.3747,0,255,0,0,100,1,1
43,642,68,-179.598,0,255,0,0,100,1,1
44,898,359,178.521,0,255,0,0,100,1,1
45,834,261,170.275,0,255,0,0,100,1,1
