### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,330,468,128.021,0,255,0,0,100,1,1
1,746,185,-8.82364,0,255,0,0,100,1,1
2,681,825,-13.2515,0,255,0,0,100,1,1
3,845,180,-58.1641,0,255,0,0,100,1,1
4,290,525,69.8137,0,255,0,0,100,1,1
5,326,637,-71.4535,0,255,0,0,100,1,1
6,753,236,9.37665,0,255,0,0,100,1,1
7,204,847,-119.044,0,255,0,0,100,1,1
8,348,891,-99.2724,0,255,0,0,100,1,1
9,858,409,75.3549,0,255,0,0,100,1,1
10,193,385,16.254,0,255,0,0,100,1,1
11,255,159,116.169,0,255,0,0,100,1,1
12,514,315,-152.102,0,255,0,0,100,1,1
13,250,638,90.779,0,255,0,0,100,1,1
14,425,380,-83.9943,0,255,0,0,100,1,1
15,282,209,-117.529,0,255,0,0,100,1,1
16,336,276,-101.227,0,255,0,0,100,1,1
17,796,437,-149.213,0,255,0,0,100,1,1
18,665,590,153.19,0,255,0,0,100,1,1
19,429,619,-177.15,0,255,0,0,100,1,1
20,402,657,112.828,0,255,0,0,100,1,1
21,531,732,76.1895,0,255,0,0,100,1,1
22,582,638,174.129,0,255,0,0,100,1,1
23,511,638,-24.9611,0,255,0,0,100,1,1
24,145,485,-112.047,0,255,0,0,100,1,1
25,332,408,-119.178,0,255,0,0,100,1,1
26,310,596,136.703,0,255,0,0,100,1,1
27,795,748,101.905,0,255,0,0,100,1,1
28,307,770,-23.3187,0,255,0,0,100,1,1
29,433,855,169.746,0,255,0,0,100,1,1
30,784,250,-143.144,0,255,0,0,100,1,1
31,511,399,163.105,0,255,0,0,100,1,1
32,851,218,62.8808,0,255,0,0,100,1,1
33,537,201,105.772,0,255,0,0,100,1,1
34,64,389,-110.887,0,255,0,0,100,1,1
35,337,885,-20.9151,0,255,0,0,100,1,1
36,589,834,51.4605,0,255,0,0,100,1,1
37,385,421,-32.085,0,255,0,0,100,1,1
38,610,560,-108.828,0,255,0,0,100,1,1
39,774,361,-161.203,0,255,0,0,100,1,1
40,626,240,-77.1389,0,255,0,0,100,1,1
41,929,342,160.915,0,255,0,0,100,1,1
42,293,198,116.072,0,255,0,0,100,1,1
43,433,828,27.4724,0,255,0,0,100,1,1
44,805,639,35.3493,0,255,0,0,100,1,1
45,370,335,105.062,0,255,0,0,100,1,1
46,610,676,-134.244,0,255,0,0,100,1,1
47,496,52,79.0069,0,255,0,0,100,1,1
48,353,354,-65.9646,0,255,0,0,100,1,1
49,557,474,-90.5691,0,255,0,0,100,1,1
50,645,671,-178.787,0,255,0,0,100,1,1
51,401,158,-171.286,0,255,0,0,100,1,1
52,406,736,-179.772,0,255,0,0,100,1,1
53,450,329,14.8617,0,255,0,0,100,1,1
54,969,512,15.8401,0,255,0,0,100,1,1
55,704,551,-96.8838,0,255,0,0,100,1,1
