### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,625,288,-154.979,0,255,0,0,100,1,1
1,709,843,166.056,0,255,0,0,100,1,1
2,715,760,38.2797,0,255,0,0,100,1,1
3,809,767,-51.7116,0,255,0,0,100,1,1
4,143,585,136.16,0,255,0,0,100,1,1
5,242,195,174.202,0,255,0,0,100,1,1
6,172,472,15.3866,0,255,0,0,100,1,1
7,602,359,-163.559,0,255,0,0,100,1,1
8,889,702,-58.0565,0,255,0,0,100,1,1
9,173,448,111.166,0,255,0,0,100,1,1
10,782,820,-140.336,0,255,0,0,100,1,1
11,342,194,68.6031,0,255,0,0,100,1,1
12,788,796,29.2202,0,255,0,0,100,1,1
13,467,156,-162.665,0,255,0,0,100,1,1
14,198,601,-128.278,0,255,0,0,100,1,1
15,177,730,149.633,0,255,0,0,100,1,1
16,430,672,-173.704,0,255,0,0,100,1,1
17,837,681,110.425,0,255,0,0,100,1,1
18,824,469,-81.1844,0,255,0,0,100,1,1
19,407,324,34.3918,0,255,0,0,100,1,1
20,416,516,105.055,0,255,0,0,100,1,1
21,862,787,-28.6381,0,255,0,0,100,1,1
22,475,355,-117.564,0,255,0,0,100,1,1
23,236,679,-140.381,0,255,0,0,100,1,1
24,192,274,109.18,0,255,0,0,100,1,1
25,59,353,43.5429,0,255,0,0,100,1,1
26,325,911,-178.673,0,255,0,0,100,1,1
27,358,864,17.7944,0,255,0,0,100,1,1
28,729,853,105.917,0,255,0,0,100,1,1
29,632,466,3.98794,0,255,0,0,100,1,1
30,870,788,-171.555,0,255,0,0,100,1,1
31,389,236,-30.5442,0,255,0,0,100,1,1
32,832,178,-84.7686,0,255,0,0,100,1,1
33,958,595,128.791,0,255,0,0,100,1,1
34,48,623,-41.6349,0,255,0,0,100,1,1
35,40,496,153.683,0,255,0,0,100,1,1
36,763,731,178.302,0,255,0,0,100,1,1
37,667,357,132.99,0,255,0,0,100,1,1
38,349,716,142.62,0,255,0,0,100,1,1
39,479,134,-59.044,0,255,0,0,100,1,1
40,488,64,-137.848,0,255,0,0,100,1,1
41,576,882,-58.8988,0,255,0,0,100,1,1
42,678,444,38.2465,0,255,0,0,100,1,1
43,651,82,-90.406,0,255,0,0,100,1,1
44,547,298,90.5441,0,255,0,0,100,1,1
45,430,54,-158.555,0,255,0,0,100,1,1
46,205,387,-119.421,0,255,0,0,100,1,1
47,844,679,-122.596,0,255,0,0,100,1,1
48,37,545,-85.7111,0,255,0,0,100,1,1
49,423,597,-172.87,0,255,0,0,100,1,1
50,161,425,-55.028,0,255,0,0,100,1,1
51,241,655,-44.6066,0,255,0,0,100,1,1
52,284,567,-19.6439,0,255,0,0,100,1,1
53,754,799,122.004,0,255,0,0,100,1,1
54,318,825,51.4984,0,255,0,0,100,1,1
55,178,378,-124.663,0,255,0,0,100,1,1
56,310,751,130.263,0,255,0,0,100,1,1
57,172,841,-179.147,0,255,0,0,100,1,1
58,111,517,162.9,0,255,0,0,100,1,1
59,658,823,7.93709,0,255,0,0,100,1,1
60,821,791,-113.891,0,255,0,0,100,1,1
61,372,769,61.6836,0,255,0,0,100,1,1
62,82,707,107.347,0,255,0,0,100,1,1
63,202,211,78.1432,0,255,0,0,100,1,1
64,495,449,-118.749,0,255,0,0,100,1,1
65,669,555,48.4118,0,255,0,0,100,1,1
66,181,464,-102.977,0,255,0,0,100,1,1
67,298,198,57.3125,0,255,0,0,100,1,1
68,243,472,39.6746,0,255,0,0,100,1,1
69,380,893,-126.183,0,255,0,0,100,1,1
70,634,747,60.7122,0,255,0,0,100,1,1
71,278,846,-141.742,0,255,0,0,100,1,1
72,83,425,-151.917,0,255,0,0,100,1,1
73,619,575,15.0378,0,255,0,0,100,1,1
74,128,637,54.9691,0,255,0,0,100,1,1
75,264,139,-114.567,0,255,0,0,100,1,1
76,200,512,-70.7265,0,255,0,0,100,1,1
77,552,199,40.9101,0,255,0,0,100,1,1
78,404,715,-136.774,0,255,0,0,100,1,1
79,730,776,-133.425,0,255,0,0,100,1,1
80,335,748,-106.921,0,255,0,0,100,1,1
81,159,537,-95.0512,0,255,0,0,100,1,1
82,839,814,-65.8241,0,255,0,0,100,1,1
83,291,240,9.31456,0,255,0,0,100,1,1
84,943,497,-19.0804,0,255,0,0,100,1,1
85,558,95,-89.2531,0,255,0,0,100,1,1
86,146,199,11.6109,0,255,0,0,100,1,1
87,672,203,-107.16,0,255,0,0,100,1,1
88,288,892,-101.592,0,255,0,0,100,1,1
89,838,233,-171.465,0,255,0,0,100,1,1
90,654,206,-75.2379,0,255,0,0,100,1,1
91,518,553,21.9395,0,255,0,0,100,1,1
92,571,312,-177.924,0,255,0,0,100,1,1
93,306,373,151.157,0,255,0,0,100,1,1
94,414,767,-63.1185,0,255,0,0,100,1,1
95,723,737,-80.7642,0,255,0,0,100,1,1
96,723,372,-134.826,0,255,0,0,100,1,1
97,587,515,47.5015,0,255,0,0,100,1,1
98,242,183,76.92,0,255,0,0,100,1,1
99,128,317,154.894,0,255,0,0,100,1,1
100,308,431,130.557,0,255,0,0,100,1,1
101,717,263,-164.377,0,255,0,0,100,1,1
102,198,467,-8.81234,0,255,0,0,100,1,1
103,329,504,-163.53,0,255,0,0,100,1,1
104,45,388,-58.6283,0,255,0,0,100,1,1
105,464,939,-88.9439,0,255,0,0,100,1,1
106,458,289,-139.977,0,255,0,0,100,1,1
107,118,414,-23.6256,0,255,0,0,100,1,1
108,340,525,62.7909,0,255,0,0,100,1,1
109,509,209,-47.1245,0,255,0,0,100,1,1
110,185,787,-133.785,0,255,0,0,100,1,1
111,108,251,-6.04953,0,255,0,0,100,1,1
112,462,947,-111.5,0,255,0,0,100,1,1
113,511,384,45.4599,0,255,0,0,100,1,1
114,49,358,-127.103,0,255,0,0,100,1,1
115,210,341,47.2841,0,255,0,0,100,1,1
116,258,490,-38.6883,0,255,0,0,100,1,1
117,545,25,159.585,0,255,0,0,100,1,1
118,844,477,-142.261,0,255,0,0,100,1,1
119,582,226,83.8596,0,255,0,0,100,1,1
120,324,714,99.0502,0,255,0,0,100,1,1
121,395,784,27.1979,0,255,0,0,100,1,1
122,623,101,-176.743,0,255,0,0,100,1,1
123,425,583,139.989,0,255,0,0,100,1,1
124,643,380,-81.1855,0,255,0,0,100,1,1
125,731,368,-47.1069,0,255,0,0,100,1,1
126,393,669,137.115,0,255,0,0,100,1,1
127,778,630,-38.5489,0,255,0,0,100,1,1
128,694,763,36.2724,0,255,0,0,100,1,1
129,486,909,78.5188,0,255,0,0,100,1,1
130,344,56,-104.65,0,255,0,0,100,1,1
131,412,696,-44.5004,0,255,0,0,100,1,1
132,596,627,-23.9696,0,255,0,0,100,1,1
133,287,347,-155.819,0,255,0,0,100,1,1
134,283,604,-50.8931,0,255,0,0,100,1,1
135,880,596,17.2668,0,255,0,0,100,1,1
136,693,433,120.548,0,255,0,0,100,1,1
137,537,832,119.47,0,255,0,0,100,1,1
138,837,187,25.9761,0,255,0,0,100,1,1
139,581,217,75.217,0,255,0,0,100,1,1
140,655,109,113.961,0,255,0,0,100,1,1
141,411,42,174.277,0,255,0,0,100,1,1
142,189,426,76.6397,0,255,0,0,100,1,1
143,290,187,-23.9065,0,255,0,0,100,1,1
144,299,173,-60.8072,0,255,0,0,100,1,1
145,519,451,56.2943,0,255,0,0,100,1,1
146,644,637,-69.8852,0,255,0,0,100,1,1
147,263,652,-45.6038,0,255,0,0,100,1,1
148,290,255,54.1994,0,255,0,0,100,1,1
149,274,757,101.697,0,255,0,0,100,1,1
150,84,474,-50.3151,0,255,0,0,100,1,1
151,678,584,-18.7472,0,255,0,0,100,1,1
152,297,621,-89.436,0,255,0,0,100,1,1
153,157,499,76.4053,0,255,0,0,100,1,1
154,351,705,6.37355,0,255,0,0,100,1,1
155,404,800,8.34263,0,255,0,0,100,1,1
156,711,607,166.238,0,255,0,0,100,1,1
157,509,139,-105.131,0,255,0,0,100,1,1
158,408,570,-92.7034,0,255,0,0,100,1,1
159,441,76,-58.1693,0,255,0,0,100,1,1
160,461,596,100.107,0,255,0,0,100,1,1
161,729,343,-71.707,0,255,0,0,100,1,1
162,899,619,158.281,0,255,0,0,100,1,1
163,579,672,-45.261,0,255,0,0,100,1,1
164,435,332,57.6917,0,255,0,0,100,1,1
165,773,109,-73.0302,0,255,0,0,100,1,1
166,387,507,-5.35563,0,255,0,0,100,1,1
167,648,495,86.7609,0,255,0,0,100,1,1
168,573,766,118.331,0,255,0,0,100,1,1
169,745,287,149.87,0,255,0,0,100,1,1
170,705,787,119.421,0,255,0,0,100,1,1
171,864,392,6.73118,0,255,0,0,100,1,1
172,756,868,-63.2959,0,255,0,0,100,1,1
173,244,165,141.91,0,255,0,0,100,1,1
174,755,357,-57.0077,0,255,0,0,100,1,1
175,899,399,68.1349,0,255,0,0,100,1,1
176,98,324,90.2711,0,255,0,0,100,1,1
177,120,359,-120.093,0,255,0,0,100,1,1
178,708,167,16.9809,0,255,0,0,100,1,1
179,772,172,122.536,0,255,0,0,100,1,1
180,135,397,61.5201,0,255,0,0,100,1,1
181,199,409,122.247,0,255,0,0,100,1,1
182,228,452,-120.8,0,255,0,0,100,1,1
183,800,559,172.88,0,255,0,0,100,1,1
184,336,813,-151.68,0,255,0,0,100,1,1
185,243,338,-48.2479,0,255,0,0,100,1,1
186,71,299,114.672,0,255,0,0,100,1,1
187,428,735,-88.1871,0,255,0,0,100,1,1
188,218,690,129.645,0,255,0,0,100,1,1
189,536,73,161.333,0,255,0,0,100,1,1
190,818,634,-109.335,0,255,0,0,100,1,1
191,548,131,97.5166,0,255,0,0,100,1,1
192,264,453,-47.1938,0,255,0,0,100,1,1
193,234,400,160.731,0,255,0,0,100,1,1
194,249,120,160.189,0,255,0,0,100,1,1
195,197,320,-47.2792,0,255,0,0,100,1,1
196,314,305,77.7237,0,255,0,0,100,1,1
197,439,701,-38.7851,0,255,0,0,100,1,1
198,720,556,169.199,0,255,0,0,100,1,1
199,581,240,-38.0937,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
