### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,675,912,-34.9582,0,255,0,0,100,1,1
1,586,411,106.604,0,255,0,0,100,1,1
2,320,477,109.713,0,255,0,0,100,1,1
3,348,183,155.01,0,255,0,0,100,1,1
4,438,84,115.623,0,255,0,0,100,1,1
5,698,738,23.1566,0,255,0,0,100,1,1
6,734,322,115.759,0,255,0,0,100,1,1
7,397,565,3.61837,0,255,0,0,100,1,1
8,185,729,35.8458,0,255,0,0,100,1,1
9,859,645,154.335,0,255,0,0,100,1,1
10,443,434,-20.92,0,255,0,0,100,1,1
11,461,300,126.686,0,255,0,0,100,1,1
12,591,590,-141.826,0,255,0,0,100,1,1
13,624,335,54.5655,0,255,0,0,100,1,1
14,526,288,-96.5261,0,255,0,0,100,1,1
15,429,374,-1.9408,0,255,0,0,100,1,1
16,459,420,52.2219,0,255,0,0,100,1,1
17,216,198,-169.741,0,255,0,0,100,1,1
18,329,269,-39.891,0,255,0,0,100,1,1
19,661,442,-14.8862,0,255,0,0,100,1,1
20,612,148,174.956,0,255,0,0,100,1,1
21,620,310,27.3818,0,255,0,0,100,1,1
22,247,730,-93.8229,0,255,0,0,100,1,1
23,392,576,133.198,0,255,0,0,100,1,1
24,405,53,62.6669,0,255,0,0,100,1,1
25,510,929,-121.559,0,255,0,0,100,1,1
26,561,726,66.2523,0,255,0,0,100,1,1
27,613,524,-137.428,0,255,0,0,100,1,1
28,912,540,24.3381,0,255,0,0,100,1,1
29,220,836,-87.0181,0,255,0,0,100,1,1
30,913,363,-3.3458,0,255,0,0,100,1,1
31,425,75,-118.374,0,255,0,0,100,1,1
32,649,882,-112.297,0,255,0,0,100,1,1
33,90,691,-103.434,0,255,0,0,100,1,1
34,702,131,78.6379,0,255,0,0,100,1,1
35,485,410,-18.2288,0,255,0,0,100,1,1
36,919,364,-90.6232,0,255,0,0,100,1,1
37,696,454,-3.92199,0,255,0,0,100,1,1
38,793,820,137.925,0,255,0,0,100,1,1
39,253,267,-76.636,0,255,0,0,100,1,1
40,770,312,26.3052,0,255,0,0,100,1,1
41,136,763,-37.4634,0,255,0,0,100,1,1
42,749,133,-66.8994,0,255,0,0,100,1,1
43,728,288,-17.2063,0,255,0,0,100,1,1
44,137,275,46.3535,0,255,0,0,100,1,1
45,162,802,71.502,0,255,0,0,100,1,1
46,721,874,-62.056,0,255,0,0,100,1,1
47,940,405,-127.164,0,255,0,0,100,1,1
48,388,417,-0.930065,0,255,0,0,100,1,1
49,888,563,-106.921,0,255,0,0,100,1,1
50,110,528,-34.8355,0,255,0,0,100,1,1
51,836,759,60.9291,0,255,0,0,100,1,1
52,181,489,-117.759,0,255,0,0,100,1,1
53,59,547,49.0924,0,255,0,0,100,1,1
54,675,713,-24.5311,0,255,0,0,100,1,1
55,712,207,21.4163,0,255,0,0,100,1,1
56,404,118,-75.9401,0,255,0,0,100,1,1
57,153,392,118.635,0,255,0,0,100,1,1
58,73,343,-149.149,0,255,0,0,100,1,1
59,520,599,68.2394,0,255,0,0,100,1,1
60,280,385,47.9476,0,255,0,0,100,1,1
61,654,293,67.1405,0,255,0,0,100,1,1
62,881,528,-16.7731,0,255,0,0,100,1,1
63,486,282,168.062,0,255,0,0,100,1,1
64,274,568,-61.4623,0,255,0,0,100,1,1
65,849,403,124.41,0,255,0,0,100,1,1
66,809,671,-54.7937,0,255,0,0,100,1,1
67,527,74,107.441,0,255,0,0,100,1,1
68,489,325,20.004,0,255,0,0,100,1,1
69,345,804,28.8323,0,255,0,0,100,1,1
70,199,197,122.581,0,255,0,0,100,1,1
71,883,583,-8.17335,0,255,0,0,100,1,1
72,695,318,131.512,0,255,0,0,100,1,1
73,780,486,-121.966,0,255,0,0,100,1,1
74,252,652,18.5044,0,255,0,0,100,1,1
75,619,914,74.4821,0,255,0,0,100,1,1
76,282,612,-21.9862,0,255,0,0,100,1,1
77,365,701,-147.946,0,255,0,0,100,1,1
78,352,406,-143.795,0,255,0,0,100,1,1
79,407,881,-71.4669,0,255,0,0,100,1,1
80,107,597,101.969,0,255,0,0,100,1,1
81,388,828,-163.076,0,255,0,0,100,1,1
82,542,744,32.217,0,255,0,0,100,1,1
83,916,552,34.1595,0,255,0,0,100,1,1
84,357,217,173.204,0,255,0,0,100,1,1
85,329,98,68.7921,0,255,0,0,100,1,1
86,876,632,-134.503,0,255,0,0,100,1,1
87,163,418,45.2766,0,255,0,0,100,1,1
88,788,503,73.4743,0,255,0,0,100,1,1
89,766,150,-56.213,0,255,0,0,100,1,1
90,342,135,-42.2972,0,255,0,0,100,1,1
91,575,516,-78.4667,0,255,0,0,100,1,1
92,275,106,117.193,0,255,0,0,100,1,1
93,155,278,-55.9954,0,255,0,0,100,1,1
94,90,449,28.5746,0,255,0,0,100,1,1
95,446,410,-15.0832,0,255,0,0,100,1,1
96,780,657,-142.976,0,255,0,0,100,1,1
97,463,460,44.4154,0,255,0,0,100,1,1
98,516,391,-29.35,0,255,0,0,100,1,1
99,65,538,-88.2136,0,255,0,0,100,1,1
100,372,242,-76.8342,0,255,0,0,100,1,1
101,558,687,-129.948,0,255,0,0,100,1,1
102,566,323,90.2512,0,255,0,0,100,1,1
103,550,315,158.264,0,255,0,0,100,1,1
104,351,745,171.123,0,255,0,0,100,1,1
105,97,679,148.414,0,255,0,0,100,1,1
106,125,403,-132.17,0,255,0,0,100,1,1
107,343,351,23.91,0,255,0,0,100,1,1
108,721,459,140.164,0,255,0,0,100,1,1
109,737,338,45.8351,0,255,0,0,100,1,1
110,704,569,-84.5403,0,255,0,0,100,1,1
111,213,347,31.129,0,255,0,0,100,1,1
112,206,704,-120.992,0,255,0,0,100,1,1
113,419,558,-20.5357,0,255,0,0,100,1,1
114,662,250,-175.496,0,255,0,0,100,1,1
115,411,588,-145.156,0,255,0,0,100,1,1
116,248,620,-122.92,0,255,0,0,100,1,1
117,630,609,124.787,0,255,0,0,100,1,1
118,823,217,159.69,0,255,0,0,100,1,1
119,448,424,113.453,0,255,0,0,100,1,1
120,686,185,-139.886,0,255,0,0,100,1,1
121,524,943,-56.6155,0,255,0,0,100,1,1
122,492,703,-69.16,0,255,0,0,100,1,1
123,158,453,-88.271,0,255,0,0,100,1,1
124,535,254,-135.984,0,255,0,0,100,1,1
125,712,823,93.2304,0,255,0,0,100,1,1
126,860,612,-127.826,0,255,0,0,100,1,1
127,608,948,-153.55,0,255,0,0,100,1,1
128,222,467,-133.075,0,255,0,0,100,1,1
129,311,537,-54.3382,0,255,0,0,100,1,1
130,760,360,29.6206,0,255,0,0,100,1,1
131,282,921,-167.035,0,255,0,0,100,1,1
132,23,498,104.311,0,255,0,0,100,1,1
133,296,648,44.9885,0,255,0,0,100,1,1
134,323,864,27.7767,0,255,0,0,100,1,1
135,29,542,10.6306,0,255,0,0,100,1,1
136,823,738,-128.406,0,255,0,0,100,1,1
137,764,716,34.8397,0,255,0,0,100,1,1
138,761,575,57.4313,0,255,0,0,100,1,1
139,900,692,172.024,0,255,0,0,100,1,1
140,654,682,-92.4039,0,255,0,0,100,1,1
141,336,115,-47.0059,0,255,0,0,100,1,1
142,794,633,-155.138,0,255,0,0,100,1,1
143,689,699,7.86995,0,255,0,0,100,1,1
144,279,844,-171.176,0,255,0,0,100,1,1
145,473,871,-75.5994,0,255,0,0,100,1,1
146,436,574,105.58,0,255,0,0,100,1,1
147,629,400,-157.389,0,255,0,0,100,1,1
148,593,872,-25.5818,0,255,0,0,100,1,1
149,439,952,161.185,0,255,0,0,100,1,1
150,605,371,-152.529,0,255,0,0,100,1,1
151,881,459,59.0912,0,255,0,0,100,1,1
152,656,559,76.9652,0,255,0,0,100,1,1
153,815,161,100.36,0,255,0,0,100,1,1
154,460,842,-107.321,0,255,0,0,100,1,1
155,304,220,-97.6042,0,255,0,0,100,1,1
156,789,717,126.175,0,255,0,0,100,1,1
157,667,609,-143.17,0,255,0,0,100,1,1
158,286,703,-94.5578,0,255,0,0,100,1,1
159,788,772,-126.234,0,255,0,0,100,1,1
160,214,731,-10.6673,0,255,0,0,100,1,1
161,802,668,80.2665,0,255,0,0,100,1,1
162,328,728,-135.928,0,255,0,0,100,1,1
163,86,258,-169.772,0,255,0,0,100,1,1
164,316,823,55.4845,0,255,0,0,100,1,1
165,552,642,86.9073,0,255,0,0,100,1,1
166,561,747,39.8439,0,255,0,0,100,1,1
167,784,678,133.153,0,255,0,0,100,1,1
168,172,291,29.413,0,255,0,0,100,1,1
169,722,828,128.586,0,255,0,0,100,1,1
170,434,808,-61.8221,0,255,0,0,100,1,1
171,363,111,161.642,0,255,0,0,100,1,1
172,746,210,-87.7861,0,255,0,0,100,1,1
173,768,864,3.63552,0,255,0,0,100,1,1
174,542,891,160.697,0,255,0,0,100,1,1
175,798,384,-104.279,0,255,0,0,100,1,1
176,356,279,117.636,0,255,0,0,100,1,1
177,360,652,-66.8251,0,255,0,0,100,1,1
178,131,439,-131.333,0,255,0,0,100,1,1
179,636,408,-130.137,0,255,0,0,100,1,1
180,891,633,116.602,0,255,0,0,100,1,1
181,265,484,136.679,0,255,0,0,100,1,1
182,572,942,36.5003,0,255,0,0,100,1,1
183,594,117,92.293,0,255,0,0,100,1,1
184,246,848,-66.0351,0,255,0,0,100,1,1
185,823,717,169.693,0,255,0,0,100,1,1
186,250,747,-58.6622,0,255,0,0,100,1,1
187,839,617,-158.332,0,255,0,0,100,1,1
188,608,232,131.958,0,255,0,0,100,1,1
189,660,902,18.8839,0,255,0,0,100,1,1
190,80,491,-68.3134,0,255,0,0,100,1,1
191,804,475,7.99867,0,255,0,0,100,1,1
192,693,105,44.257,0,255,0,0,100,1,1
193,262,574,-178.048,0,255,0,0,100,1,1
194,702,606,153.729,0,255,0,0,100,1,1
195,769,842,-73.4927,0,255,0,0,100,1,1
196,537,416,-145.313,0,255,0,0,100,1,1
197,432,102,-20.0884,0,255,0,0,100,1,1
198,470,679,-145.733,0,255,0,0,100,1,1
199,824,490,-15.4897,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
